更新时间: 2026-09-06 16:32:44（北京时间）仅供娱乐，切勿商用。

更新时间,#genre#
2026-09-06 16:32:44,http://kakaxi.indevs.in/Disclaimer.mp4

央视频道,#genre#
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=f878ad356465ea897c88298ff96f2de1&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260906162045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=39.103.188.159&SecurityKey=20260906162045&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b33f7ae896127980481ecb70dddcb8d6&ddCalcu=6bd3v83abfyc7adaded80976b1c2e7198840&sv=10004&ct=android$仅供娱乐
CCTV1,http://116.52.173.236:1234/608807420$切勿商用
CCTV1,http://27.12.12.92:1234/608807420$追责自负
CCTV1,http://60.168.105.200:5008/608807420$免费分享
CCTV1,http://110.154.192.90:7788/608807420
CCTV1,http://117.63.79.167:1234/608807420
CCTV1,https://itv.1920.qzz.io/api/ysp.php?id=cctv1
CCTV2,http://27.12.12.92:1234/631780532
CCTV2,http://60.168.105.200:5008/631780532
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=5020c2b27e102c8d9a1094bbafeb3460&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260906162045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=39.103.188.159&SecurityKey=20260906162045&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=732895ab7f8d23d0d3e7d44117e47595&ddCalcu=5793v52a78z49ae57a1b174f48dd72e33dd0&sv=10004&ct=android
CCTV2,http://117.63.79.167:1234/631780532
CCTV2,http://110.154.192.90:7788/631780532
CCTV2,http://116.52.173.236:1234/631780532
CCTV2,https://itv.1920.qzz.io/api/ysp.php?id=cctv2
CCTV3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=f6356af45365f32afc7797de62dfd06d&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260906162045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=39.103.182.111&SecurityKey=20260906162045&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a9e1a8873162ed54fadb5c0d7bdd5f8c&ddCalcu=ca89vfea51adaad8b877d301c652bedda5f4&sv=10004&ct=android
CCTV3,http://60.168.105.200:5008/624878271
CCTV3,http://116.52.173.236:1234/624878271
CCTV3,http://27.12.12.92:1234/624878271
CCTV3,http://110.154.192.90:7788/624878271
CCTV3,http://117.63.79.167:1234/624878271
CCTV3,https://itv.1920.qzz.io/api/ysp.php?id=cctv3
CCTV4,http://116.52.173.236:1234/631780421
CCTV4,http://110.154.192.90:7788/631780421
CCTV4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=0bda4485ebb4694f91b52f8b37672b65&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20260906162045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=39.103.182.111&SecurityKey=20260906162045&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4309b1c4e63e78b86b4fc250ab778ceb&ddCalcu=b4e3vc0a89y7ba71bca40e5623cef748bb68&sv=10004&ct=android
CCTV4,http://60.168.105.200:5008/631780421
CCTV4,http://27.12.12.92:1234/631780421
CCTV4,http://117.63.79.167:1234/631780421
CCTV4,https://itv.1920.qzz.io/api/ysp.php?id=cctv4
CCTV4欧洲,http://27.12.12.92:1234/608807419
CCTV4欧洲,http://60.168.105.200:5008/608807419
CCTV4欧洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=87102e6534b334195b70ca10803a31f5&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20260906162050&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=39.103.182.111&SecurityKey=20260906162050&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=088f205e0209395b99e023274b55d435&ddCalcu=5038v48adfy52a50b54e7022302903e9959b&sv=10004&ct=android
CCTV4欧洲,http://116.52.173.236:1234/608807419
CCTV4欧洲,http://117.63.79.167:1234/608807419
CCTV4欧洲,http://110.154.192.90:7788/608807419
CCTV4美洲,http://27.12.12.92:1234/608807416
CCTV4美洲,http://110.154.192.90:7788/608807416
CCTV4美洲,http://60.168.105.200:5008/608807416
CCTV4美洲,http://116.52.173.236:1234/608807416
CCTV4美洲,http://117.63.79.167:1234/608807416
CCTV4美洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=d02a73a357be1b4bdc2c6d595a4723c4&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20260906162051&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=39.103.182.111&SecurityKey=20260906162051&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9efa4a24f692fd5648c7539e1c059577&ddCalcu=797ev5fa9ay54a0ac214ef9639527fcd8546&sv=10004&ct=android
CCTV5,http://27.12.12.92:1234/641886683
CCTV5,http://117.63.79.167:1234/641886683
CCTV5,http://60.168.105.200:5008/641886683
CCTV5,http://110.154.192.90:7788/641886683
CCTV5,http://116.52.173.236:1234/641886683
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=37991c602b982f211910008218035f9b&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260906162045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=39.103.188.159&SecurityKey=20260906162045&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c4902136969a731ef9530d74e516dc6e&ddCalcu=ec64vc9ad0w62a1153e64976d90a375391fe&sv=10004&ct=android
CCTV5,https://itv.1920.qzz.io/api/ysp.php?id=cctv5
CCTV5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=fab59b153a8f05354a26f416c25d5723&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260906162047&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=39.103.182.111&SecurityKey=20260906162047&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=41b3e4abca99edc15520dbbf02e992e8&ddCalcu=84e1v2ba93x9eae42a0bfcbab9d90e2d5c51&sv=10004&ct=android
CCTV5+,http://60.168.105.200:5008/641886773
CCTV5+,http://110.154.192.90:7788/641886773
CCTV5+,http://27.12.12.92:1234/641886773
